symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.6868	0.6868	0.6868	0.687	0.6868	2	2019-05-19T08:50+02:00
BTCUSD	7257.82	0	8150.3301	7247.8599	7955.75	10393	2019-05-19T15:29+02:00
EURUSD	1.1156	1.1156	1.1156	1.116	1.1156	2	2019-05-19T08:50+02:00
GBPUSD	1.2718	1.2718	1.2718	1.2722	1.2718	2	2019-05-19T08:50+02:00
ILSUSD	3.5706	0	0	0	3.5706	0	2019-05-17T22:30+02:00
NZDUSD	0.6519	0	0	0	0.6519	0	2019-05-17T23:00+02:00
USDARS	44.945	0	0	0	44.945	0	2019-05-17T22:50+02:00
USDBGN	1.7527	0	0	0	1.7527	0	2019-05-17T22:59+02:00
USDBHD	0.37679	0.377	0.377	0.377	0.3769	14	2019-05-19T09:21+02:00
USDBRL	4.0997	0	0	0	4.0991	0	2019-05-17T23:00+02:00
USDCAD	1.3455	1.3455	1.3455	1.3459	1.3455	2	2019-05-19T08:50+02:00
USDCHF	1.0105	0	0	0	1.0105	0	2019-05-17T23:00+02:00
USDCLP	696.85	0	0	0	696.85	0	2019-05-18T00:26+02:00
USDCNH	6.9476	0	0	0	6.9476	0	2019-05-17T23:00+02:00
USDCNY	6.9182	0	0	0	6.9182	0	2019-05-17T17:30+02:00
USDCOP	3320.03	0	0	0	3320.03	0	2019-05-18T00:26+02:00
USDCZK	23.063	0	0	0	23.063	0	2019-05-17T23:00+02:00
USDDKK	6.6923	0	0	0	6.6923	0	2019-05-17T23:00+02:00
USDHKD	7.8497	0	0	0	7.8497	0	2019-05-17T22:59+02:00
USDHUF	292.14	0	0	0	292.14	0	2019-05-17T23:00+02:00
USDIDR	14445	0	0	0	14445	0	2019-05-17T10:59+02:00
USDINR	70.2775	0	0	0	70.2775	0	2019-05-17T17:36+02:00
USDJPY	110.07	110.07	110.07	110.1	110.07	2	2019-05-19T08:50+02:00
USDKRW	1193.73	0	0	0	1193.73	0	2019-05-17T22:59+02:00
USDMXN	19.1631	0	0	0	19.1545	0	2019-05-17T23:00+02:00
USDMYR	4.175	0	0	0	4.175	0	2019-05-17T11:15+02:00
USDNOK	8.7916	0	0	0	8.7916	0	2019-05-17T23:00+02:00
USDPEN	3.33	0	0	0	3.33	0	2019-05-17T23:13+02:00
USDPHP	52.69	0	0	0	52.69	0	2019-05-17T23:07+02:00
USDPLN	3.8592	0	0	0	3.859	0	2019-05-17T23:07+02:00
USDRON	4.2653	0	0	0	4.265	0	2019-05-17T23:12+02:00
USDRUB	64.7505	0	0	0	64.7505	0	2019-05-17T22:58+02:00
USDSAR	3.75	3.7502	3.7502	3.7503	3.7502	13	2019-05-19T11:02+02:00
USDSEK	9.6415	0	0	0	9.641	0	2019-05-17T23:09+02:00
USDSGD	1.3772	0	0	0	1.3772	0	2019-05-17T23:09+02:00
USDTHB	31.84	0	0	0	31.84	0	2019-05-17T23:09+02:00
USDTRY	6.054	0	0	0	6.053	0	2019-05-17T23:10+02:00
USDTWD	31.363	0	0	0	31.36	0	2019-05-17T23:10+02:00
USDZAR	14.4113	0	0	0	14.41	0	2019-05-17T23:11+02:00
XAGUSD	14.39	0	0	0	14.39	0	2019-05-17T23:00+02:00
XAUUSD	1277.15	0	0	0	1277.15	0	2019-05-17T23:00+02:00
XPDUSD	1310	0	0	0	1310	0	2019-05-17T23:00+02:00
XPTUSD	813.5	0	0	0	813.5	0	2019-05-17T22:55+02:00
