symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7175	0.7174	0.7177	0.7174	0.7176	3722	2019-04-17T00:17+02:00
BTCUSD	5026	0	5231.96	5014.77	5188.2998	7168	2019-04-17T00:17+02:00
EURUSD	1.128	1.128	1.1291	1.1281	1.1286	5063	2019-04-17T00:17+02:00
GBPUSD	1.3048	1.3047	1.3061	1.3046	1.3048	8617	2019-04-17T00:17+02:00
ILSUSD	3.565	3.5648	3.5656	3.5685	3.5653	888	2019-04-17T00:17+02:00
NZDUSD	0.6761	0.6766	0.677	0.6764	0.6768	1065	2019-04-17T00:17+02:00
USDARS	42.258	0	0	0	42.258	0	2019-04-16T22:55+02:00
USDBGN	1.7333	1.7336	1.7339	1.7323	1.7325	2632	2019-04-17T00:17+02:00
USDBHD	0.37684	0.3768	0.377	0.3771	0.377	6	2019-04-17T00:00+02:00
USDBRL	3.9031	3.9043	3.9043	3.9058	3.9043	1	2019-04-16T23:00+02:00
USDCAD	1.3349	1.3345	1.3362	1.3349	1.335	3871	2019-04-17T00:17+02:00
USDCHF	1.0078	1.0077	1.0079	1.0072	1.0074	1955	2019-04-17T00:17+02:00
USDCLP	661.51	661.51	661.51	662.16	661.51	3	2019-04-16T23:58+02:00
USDCNH	6.7122	6.7123	6.713	6.7124	6.7116	511	2019-04-17T00:17+02:00
USDCNY	6.7112	0	0	0	6.7112	0	2019-04-16T17:22+02:00
USDCOP	3160.98	3160.98	3160.98	3165.98	3160.98	3	2019-04-16T23:58+02:00
USDCZK	22.746	22.74	22.752	22.744	22.73	1469	2019-04-17T00:17+02:00
USDDKK	6.6139	6.6141	6.6159	6.6136	6.6132	2608	2019-04-17T00:17+02:00
USDHKD	7.8426	7.8427	7.8427	7.843	7.8425	9	2019-04-17T00:00+02:00
USDHUF	283.21	283.2	283.31	283.31	283.07	2611	2019-04-17T00:17+02:00
USDIDR	14080	0	0	0	14080	0	2019-04-16T10:45+02:00
USDINR	69.52	0	0	0	69.52	0	2019-04-16T20:48+02:00
USDJPY	111.99	112.01	112.03	112	111.99	2026	2019-04-17T00:17+02:00
USDKRW	1136.69	1136.6899	1136.78	1137.8	1136.6899	69	2019-04-17T00:10+02:00
USDMXN	18.871	18.87	18.8725	18.8549	18.8527	758	2019-04-17T00:17+02:00
USDMYR	4.131	0	0	0	4.131	0	2019-04-16T11:53+02:00
USDNOK	8.4911	8.4907	8.4932	8.4881	8.4857	790	2019-04-17T00:17+02:00
USDPEN	3.2919	3.295	3.295	3.302	3.295	2	2019-04-16T23:43+02:00
USDPHP	51.718	51.77	51.77	51.79	51.77	2	2019-04-17T00:00+02:00
USDPLN	3.7865	3.7865	3.7886	3.7843	3.7864	2654	2019-04-17T00:17+02:00
USDRON	4.2163	4.2163	4.2168	4.217	4.2146	1355	2019-04-17T00:17+02:00
USDRUB	64.0805	64.0705	64.095	64.0137	64.0155	1654	2019-04-17T00:17+02:00
USDSAR	3.7502	3.7498	3.7502	3.7503	3.7502	428	2019-04-17T00:17+02:00
USDSEK	9.2571	9.2587	9.2619	9.2512	9.252	1585	2019-04-17T00:17+02:00
USDSGD	1.3542	1.3542	1.3544	1.3544	1.3542	395	2019-04-17T00:17+02:00
USDTHB	31.83	31.83	31.84	31.82	31.82	243	2019-04-17T00:17+02:00
USDTRY	5.7662	5.7689	5.777	5.768	5.7767	1418	2019-04-17T00:17+02:00
USDTWD	30.853	30.849	30.861	30.869	30.851	17	2019-04-17T00:15+02:00
USDZAR	14.0287	14.0176	14.05	14.03	14.0295	2828	2019-04-17T00:17+02:00
XAGUSD	14.97	14.99	0	0	14.9937	0	2019-04-17T00:17+02:00
XAUUSD	1276.17	1276.46	0	0	1277.01	0	2019-04-17T00:17+02:00
XPDUSD	1349.5	1350	0	0	1355.5	0	2019-04-17T00:16+02:00
XPTUSD	876.5	878.5	0	0	880.75	0	2019-04-17T00:16+02:00
