symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7246	0.7244	0.7295	0.7243	0.7275	110236	2019-01-31T23:59+02:00
BTCUSD	3435.42	0	3474.2	3392.6001	3415.54	5484	2019-01-31T23:59+02:00
EURUSD	1.1477	1.1478	1.1515	1.1435	1.1447	174789	2019-01-31T23:59+02:00
GBPUSD	1.3116	1.3114	1.316	1.3099	1.3109	176593	2019-01-31T23:59+02:00
ILSUSD	3.6551	3.655	3.6563	3.629	3.6312	26447	2019-01-31T23:59+02:00
NZDUSD	0.6891	0.6891	0.6938	0.6889	0.6918	48670	2019-01-31T23:59+02:00
USDARS	37.45	37.495	37.495	36.9	37.269	563	2019-01-31T23:17+02:00
USDBGN	1.7034	1.7038	1.7104	1.6987	1.7087	55839	2019-01-31T23:59+02:00
USDBHD	0.37682	0.377	0.377	0.377	0.3768	1438	2019-01-31T23:56+02:00
USDBRL	3.6849	3.6864	3.6864	3.637	3.6439	83292	2019-01-31T23:30+02:00
USDCAD	1.3147	1.3148	1.3165	1.312	1.312	115309	2019-01-31T23:59+02:00
USDCHF	0.9941	0.9941	0.9952	0.9908	0.9942	65932	2019-01-31T23:59+02:00
USDCLP	663.53	663.53	663.8	652.57	655.41	9122	2019-01-31T23:56+02:00
USDCNH	6.7101	6.7092	6.724	6.7029	6.7091	94192	2019-01-31T23:59+02:00
USDCNY	6.7115	6.6946	6.711	6.6924	6.6958	5147	2019-01-31T17:29+02:00
USDCOP	3161.7	3161.7	3161.7	3104.24	3103.25	5288	2019-01-31T23:56+02:00
USDCZK	22.45	22.449	22.527	22.353	22.492	44372	2019-01-31T23:59+02:00
USDDKK	6.5022	6.5025	6.5284	6.4833	6.5213	115202	2019-01-31T23:59+02:00
USDHKD	7.8426	7.8436	7.8471	7.8407	7.8464	8013	2019-01-31T23:59+02:00
USDHUF	274.71	274.71	275.99	273.96	275.77	65923	2019-01-31T23:59+02:00
USDIDR	14125	14130	14130	13965	13970	152	2019-01-31T10:58+02:00
USDINR	71.22	70.949	71.205	70.864	70.95	3130	2019-01-31T22:47+02:00
USDJPY	109.02	109.03	109.07	108.51	108.84	107617	2019-01-31T23:59+02:00
USDKRW	1110.04	1110.04	1113.67	1108.67	1111.34	20002	2019-01-31T23:59+02:00
USDMXN	19.123	19.128	19.1622	18.9759	19.102	106517	2019-01-31T23:59+02:00
USDMYR	4.105	4.1	4.1	4.087	4.094	45	2019-01-31T12:01+02:00
USDNOK	8.4238	8.4233	8.445	8.4005	8.428	105133	2019-01-31T23:59+02:00
USDPEN	3.3482	3.3482	3.3482	3.3425	3.3309	12	2019-01-31T23:17+02:00
USDPHP	52.155	52.17	52.24	52.021	52.1	4164	2019-01-31T23:02+02:00
USDPLN	3.7321	3.7323	3.7327	3.708	3.7228	60212	2019-01-31T23:59+02:00
USDRON	4.1325	4.134	4.1389	4.1096	4.135	47951	2019-01-31T23:59+02:00
USDRUB	65.36	65.34	65.6905	65.17	65.3499	90631	2019-01-31T23:59+02:00
USDSAR	3.7503	3.7502	3.7506	3.7505	3.7502	10782	2019-01-31T23:56+02:00
USDSEK	9.0432	9.0403	9.0578	9.0117	9.0436	82775	2019-01-31T23:59+02:00
USDSGD	1.3471	1.3469	1.3473	1.3444	1.3457	29623	2019-01-31T23:59+02:00
USDTHB	31.25	31.25	31.29	31.19	31.21	12354	2019-01-31T23:59+02:00
USDTRY	5.2242	5.2226	5.2423	5.164	5.1632	118866	2019-01-31T23:59+02:00
USDTWD	30.712	30.712	30.763	30.646	30.694	16114	2019-01-31T23:58+02:00
USDZAR	13.3184	13.319	13.39	13.2378	13.2445	89941	2019-01-31T23:59+02:00
XAGUSD	16.065	16.064	0	0	16.022	0	2019-01-31T23:58+02:00
XAUUSD	1320.56	1320.88	0	0	1320.76	0	2019-01-31T23:59+02:00
XPDUSD	1343	1343.5	0	0	1344	0	2019-01-31T23:57+02:00
XPTUSD	819.5	819	0	0	817	0	2019-01-31T23:57+02:00
