symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.734	0.7339	0.7362	0.73	0.7353	106852	2018-06-28T22:59+02:00
BTCUSD	6128.86	0	6165.4902	6025.1099	6039.79	4949	2018-06-28T22:59+02:00
EURUSD	1.1552	1.1553	1.16	1.15	1.1567	143332	2018-06-28T22:59+02:00
GBPUSD	1.311	1.3112	1.3121	1.31	1.3076	191478	2018-06-28T22:59+02:00
ILSUSD	3.6463	3.6455	3.6567	3.64	3.6521	18190	2018-06-28T22:59+02:00
NZDUSD	0.6789	0.6792	0.681	0.67	0.6755	52272	2018-06-28T22:59+02:00
USDARS	27.43	27.403	28.075	27.41	27.97	459	2018-06-28T21:54+02:00
USDBGN	1.6922	1.6927	1.6967	1.69	1.6903	47658	2018-06-28T22:59+02:00
USDBHD	0.37825	0.3782	0.3787	0.38	0.378	2075	2018-06-28T22:40+02:00
USDBRL	3.8625	3.8598	3.8767	3.83	3.8598	52260	2018-06-28T22:59+02:00
USDCAD	1.3337	1.334	1.3351	1.32	1.325	98366	2018-06-28T22:59+02:00
USDCHF	0.997	0.997	0.9992	1	0.9972	73858	2018-06-28T22:59+02:00
USDCLP	646.09	646.09	649.94	645.38	649.27	10216	2018-06-28T22:59+02:00
USDCNH	6.6167	6.617	6.6402	6.61	6.6344	111742	2018-06-28T22:59+02:00
USDCNY	6.5992	6.6145	6.63	6.61	6.6235	3935	2018-06-28T17:20+02:00
USDCOP	2944.55	2944.55	2953.1499	2933.6001	2945.25	4405	2018-06-28T22:57+02:00
USDCZK	22.445	22.447	22.568	22.38	22.402	60419	2018-06-28T22:59+02:00
USDDKK	6.4479	6.4481	6.4627	6.42	6.442	92500	2018-06-28T22:59+02:00
USDHKD	7.8477	7.8477	7.8484	7.85	7.8483	6885	2018-06-28T22:59+02:00
USDHUF	283.36	283.36	284.73	282.91	283.59	64515	2018-06-28T22:59+02:00
USDIDR	14173	14215	14395	14210	14385	67	2018-06-28T10:59+02:00
USDINR	68.63	68.89	69.09	68.72	68.83	1507	2018-06-28T21:20+02:00
USDJPY	110.25	110.24	110.64	109.98	110.49	108845	2018-06-28T22:59+02:00
USDKRW	1122.41	1122.41	1124.98	1119.3	1120.34	20707	2018-06-28T22:59+02:00
USDMXN	20.1784	20.1744	20.2072	19.7	19.707	91004	2018-06-28T22:59+02:00
USDMYR	4.028	4.027	4.043	4.03	4.04	81	2018-06-28T11:55+02:00
USDNOK	8.1915	8.1909	8.2128	8.16	8.1854	91880	2018-06-28T22:59+02:00
USDPEN	3.271	3.272	3.276	3.27	3.2717	364	2018-06-28T22:57+02:00
USDPHP	53.569	53.563	53.623	53.4	53.439	4736	2018-06-28T22:54+02:00
USDPLN	3.7665	3.7666	3.7836	3.76	3.7711	47509	2018-06-28T22:59+02:00
USDRON	4.0247	4.026	4.0395	4.02	4.0273	47526	2018-06-28T22:59+02:00
USDRUB	63.1861	63.1661	63.4725	62.78	62.8215	57001	2018-06-28T22:59+02:00
USDSAR	3.7501	3.7503	3.7503	3.75	3.7502	2714	2018-06-28T18:31+02:00
USDSEK	8.9747	8.9747	9.0372	8.96	9.0188	87732	2018-06-28T22:59+02:00
USDSGD	1.3672	1.3668	1.3705	1.37	1.3671	37122	2018-06-28T22:59+02:00
USDTHB	33.05	33.04	33.18	33.01	33.14	11871	2018-06-28T22:59+02:00
USDTRY	4.6195	4.6217	4.6507	4.58	4.583	139830	2018-06-28T22:59+02:00
USDTWD	30.511	30.538	30.65	30.5	30.557	10375	2018-06-28T22:53+02:00
USDZAR	13.851	13.85	13.9952	13.76	13.758	56295	2018-06-28T22:58+02:00
XAGUSD	16.045	16.032	0	0	15.956	0	2018-06-28T22:59+02:00
XAUUSD	1251.62	1251.52	0	0	1247.85	0	2018-06-28T22:58+02:00
XPDUSD	947.25	951.25	0	0	944.7	0	2018-06-28T22:59+02:00
XPTUSD	856	853	0	0	849	0	2018-06-28T22:59+02:00
