symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.6976	0.6976	0.6999	0.6964	0.6996	54632	2019-06-07T15:29+02:00
BTCUSD	7801.98	0	8046.23	7758.9302	7963.7798	4394	2019-06-07T15:29+02:00
EURUSD	1.1274	1.1274	1.1326	1.1252	1.1316	50407	2019-06-07T15:29+02:00
GBPUSD	1.2699	1.27	1.2756	1.2689	1.2733	78173	2019-06-07T15:29+02:00
ILSUSD	3.5941	3.5936	3.6018	3.5868	3.5858	19164	2019-06-07T15:28+02:00
NZDUSD	0.662	0.6619	0.6662	0.6615	0.6657	25968	2019-06-07T15:29+02:00
USDARS	44.88	44.85	44.859	44.83	44.85	49	2019-06-07T15:27+02:00
USDBGN	1.7342	1.7346	1.7385	1.7269	1.7277	27789	2019-06-07T15:29+02:00
USDBHD	0.37679	0.3769	0.377	0.377	0.3768	678	2019-06-07T15:06+02:00
USDBRL	3.8795	3.8791	3.8849	3.8557	3.8663	18464	2019-06-07T15:29+02:00
USDCAD	1.3361	1.3357	1.3367	1.329	1.3295	45363	2019-06-07T15:29+02:00
USDCHF	0.9911	0.9911	0.995	0.9863	0.9873	25024	2019-06-07T15:29+02:00
USDCLP	692.34	692.34	693.7	691.05	692.87	2305	2019-06-07T15:28+02:00
USDCNH	6.9265	6.925	6.9619	6.9229	6.9426	53612	2019-06-07T15:29+02:00
USDCNY	6.9082	6.9082	6.9082	6.9112	6.9057	4	2019-06-07T10:26+02:00
USDCOP	3288.48	3288.48	3288.48	3285.1299	3283.78	1294	2019-06-07T15:29+02:00
USDCZK	22.734	22.734	22.808	22.624	22.628	29392	2019-06-07T15:29+02:00
USDDKK	6.6222	6.6225	6.6372	6.5931	6.5975	53142	2019-06-07T15:29+02:00
USDHKD	7.8402	7.8404	7.8418	7.8397	7.8413	5917	2019-06-07T15:29+02:00
USDHUF	284.56	284.43	285.76	283.48	283.59	47038	2019-06-07T15:29+02:00
USDIDR	14270	0	0	0	14270	0	2019-05-31T11:00+02:00
USDINR	69.15	69.131	69.5363	69.124	69.4748	3124	2019-06-07T15:28+02:00
USDJPY	108.4	108.4	108.61	107.89	108.03	60522	2019-06-07T15:29+02:00
USDKRW	1177.67	1177.67	1186.35	1177.71	1182.53	10321	2019-06-07T15:29+02:00
USDMXN	19.6844	19.6805	19.7886	19.66	19.7232	31106	2019-06-07T15:29+02:00
USDMYR	4.173	4.165	4.165	4.156	4.157	54	2019-06-07T10:53+02:00
USDNOK	8.689	8.688	8.7098	8.6446	8.6533	60214	2019-06-07T15:29+02:00
USDPEN	3.34	3.34	3.34	3.346	3.34	15	2019-06-07T15:26+02:00
USDPHP	51.633	51.632	52.085	51.659	51.92	3141	2019-06-07T15:29+02:00
USDPLN	3.7886	3.7876	3.7998	3.7685	3.7682	44176	2019-06-07T15:29+02:00
USDRON	4.184	4.1838	4.1946	4.1687	4.1687	25150	2019-06-07T15:29+02:00
USDRUB	65.077	65.1025	65.15	64.8643	64.961	39685	2019-06-07T15:29+02:00
USDSAR	3.75	3.7498	3.7502	3.7501	3.75	5258	2019-06-07T15:06+02:00
USDSEK	9.4171	9.4189	9.4668	9.4013	9.4056	49188	2019-06-07T15:29+02:00
USDSGD	1.3636	1.364	1.3683	1.363	1.3634	21804	2019-06-07T15:29+02:00
USDTHB	31.29	31.3	31.4	31.28	31.28	8780	2019-06-07T15:29+02:00
USDTRY	5.7759	5.7758	5.868	5.7801	5.8063	39766	2019-06-07T15:29+02:00
USDTWD	31.296	31.301	31.485	31.28	31.407	10802	2019-06-07T15:28+02:00
USDZAR	14.9928	14.9926	15.1667	14.972	15.0123	58917	2019-06-07T15:29+02:00
XAGUSD	14.85	14.8871	0	0	15.0164	0	2019-06-07T15:29+02:00
XAUUSD	1334.8	1335.2	0	0	1343.5269	0	2019-06-07T15:29+02:00
XPDUSD	1351.645	1351.505	0	0	1357.3	0	2019-06-07T15:29+02:00
XPTUSD	803.29	803.28	0	0	806.2005	0	2019-06-07T15:29+02:00
