symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7478	0.7478	0.7478	0.75	0.7464	31966	2018-06-15T07:59+02:00
BTCUSD	6636.92	0	6653.5	6538.1802	6572.04	1555	2018-06-15T07:59+02:00
EURUSD	1.1567	1.1566	1.1585	1.16	1.156	44700	2018-06-15T07:59+02:00
GBPUSD	1.3261	1.326	1.3272	1.32	1.3237	54759	2018-06-15T07:59+02:00
ILSUSD	3.6154	3.6153	3.6176	3.61	3.6095	235	2018-06-15T07:57+02:00
NZDUSD	0.6975	0.6976	0.6978	0.69	0.6947	14580	2018-06-15T07:59+02:00
USDARS	27.7	0	0	0	27.7	0	2018-06-14T22:44+02:00
USDBGN	1.6906	1.6907	1.6926	1.69	1.6915	20995	2018-06-15T07:59+02:00
USDBHD	0.37773	0.3777	0.3778	0.38	0.3777	49	2018-06-15T07:58+02:00
USDBRL	3.8052	3.8058	3.8058	3.81	3.8051	3	2018-06-15T00:30+02:00
USDCAD	1.3101	1.31	1.3141	1.31	1.3134	23920	2018-06-15T07:59+02:00
USDCHF	0.9968	0.997	0.998	1	0.9978	13652	2018-06-15T07:59+02:00
USDCLP	637.98	637.98	637.98	638.44	637.98	354	2018-06-15T07:58+02:00
USDCNH	6.4163	6.4159	6.4252	6.41	6.4166	25653	2018-06-15T07:59+02:00
USDCNY	6.398	6.418	6.4193	6.41	6.4156	1946	2018-06-15T07:59+02:00
USDCOP	2862.1	2861.8999	2862.1001	2863.45	2861.8999	425	2018-06-15T07:58+02:00
USDCZK	22.257	22.25	22.272	22.2	22.257	7611	2018-06-15T07:59+02:00
USDDKK	6.44	6.4402	6.4475	6.43	6.4432	19635	2018-06-15T07:59+02:00
USDHKD	7.8488	7.8488	7.8494	7.85	7.8489	2387	2018-06-15T07:59+02:00
USDHUF	278.91	278.88	279.33	278.88	278.93	15372	2018-06-15T07:59+02:00
USDIDR	13925	0	0	0	13925	0	2018-06-08T10:59+02:00
USDINR	67.68	67.91	67.985	67.89	67.9775	442	2018-06-15T07:59+02:00
USDJPY	110.62	110.61	110.89	110.46	110.86	36655	2018-06-15T07:59+02:00
USDKRW	1088.15	1088.15	1094.3	1087.7	1093.8	9649	2018-06-15T07:59+02:00
USDMXN	20.886	20.8855	20.89	20.83	20.835	15163	2018-06-15T07:59+02:00
USDMYR	3.9835	0	0	0	3.9835	0	2018-06-14T11:54+02:00
USDNOK	8.1353	8.1358	8.1444	8.12	8.1399	15578	2018-06-15T07:59+02:00
USDPEN	3.2762	3.277	3.277	3.28	3.2762	3	2018-06-14T23:06+02:00
USDPHP	53.331	53.337	53.466	53.25	53.363	104	2018-06-15T07:52+02:00
USDPLN	3.7043	3.7029	3.7095	3.7	3.7035	13012	2018-06-15T07:59+02:00
USDRON	4.0303	4.0303	4.0353	4.03	4.0339	13589	2018-06-15T07:59+02:00
USDRUB	62.54	62.54	62.5999	62.43	62.4466	7401	2018-06-15T07:59+02:00
USDSAR	3.7501	3.7501	3.7502	3.75	3.75	41	2018-06-15T07:58+02:00
USDSEK	8.7405	8.7405	8.7518	8.73	8.7458	14984	2018-06-15T07:59+02:00
USDSGD	1.3448	1.3447	1.3467	1.34	1.346	6816	2018-06-15T07:59+02:00
USDTHB	32.2	32.19	32.43	32.15	32.4	4252	2018-06-15T07:59+02:00
USDTRY	4.7249	4.7257	4.7459	4.72	4.7166	12852	2018-06-15T07:59+02:00
USDTWD	29.927	29.948	30.011	29.88	30	2764	2018-06-15T07:58+02:00
USDZAR	13.4482	13.4478	13.475	13.41	13.4162	6333	2018-06-15T07:59+02:00
XAGUSD	17.132	17.14	0	0	17.145	0	2018-06-15T07:59+02:00
XAUUSD	1301.83	1301.3101	0	0	1300.27	0	2018-06-15T07:59+02:00
XPDUSD	1008	1009	0	0	1007.72	0	2018-06-15T07:59+02:00
XPTUSD	900	900.5	0	0	900.99	0	2018-06-15T07:59+02:00
