symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.6938	0.6933	0.6938	0.6928	0.6928	762	2019-06-02T22:58+02:00
BTCUSD	8556.26	0	8833.9697	8546.0098	8679.21	3960	2019-06-02T22:59+02:00
EURUSD	1.1167	1.1167	1.1173	1.1157	1.1166	514	2019-06-02T22:58+02:00
GBPUSD	1.2631	1.2626	1.2633	1.2615	1.2625	1401	2019-06-02T22:59+02:00
ILSUSD	3.6246	3.6227	3.6267	3.6267	3.6267	6	2019-06-02T22:14+02:00
NZDUSD	0.6534	0.6527	0.6535	0.6527	0.6527	194	2019-06-02T22:58+02:00
USDARS	44.685	0	0	0	44.68	0	2019-05-31T23:31+02:00
USDBGN	1.7497	1.7517	1.7533	1.7512	1.7513	135	2019-06-02T22:59+02:00
USDBHD	0.37696	0	0	0	0.377	0	2019-06-02T09:30+02:00
USDBRL	3.9218	3.9225	3.9225	3.924	3.9225	13	2019-06-02T22:21+02:00
USDCAD	1.3512	1.3521	1.3528	1.3517	1.3517	124	2019-06-02T22:58+02:00
USDCHF	1.0008	0	0	0	1.0008	0	2019-05-31T23:00+02:00
USDCLP	709.46	709.46	709.46	710.11	709.46	13	2019-06-02T22:21+02:00
USDCNH	6.936	6.9359	6.9359	6.9374	6.9359	1	2019-06-02T21:01+02:00
USDCNY	6.9027	0	0	0	6.9027	0	2019-05-31T17:27+02:00
USDCOP	3375	3375	3375	3385	3375	13	2019-06-02T22:21+02:00
USDCZK	23.137	23.134	23.166	23.143	23.139	320	2019-06-02T22:59+02:00
USDDKK	6.6864	6.6858	6.6894	6.6867	6.6869	57	2019-06-02T22:51+02:00
USDHKD	7.8381	7.8396	7.8399	7.8396	7.8393	5	2019-06-02T22:56+02:00
USDHUF	290.72	290.75	291.01	290.94	290.61	292	2019-06-02T22:58+02:00
USDIDR	14270	0	0	0	14270	0	2019-05-31T11:00+02:00
USDINR	69.57	0	0	0	69.57	0	2019-05-31T22:11+02:00
USDJPY	108.26	108.36	108.39	108.27	108.31	1013	2019-06-02T22:59+02:00
USDKRW	1187.8	0	0	0	1187.87	0	2019-06-02T19:20+02:00
USDMXN	19.612	19.5977	19.617	19.6077	19.614	42	2019-06-02T22:39+02:00
USDMYR	4.189	0	0	0	4.189	0	2019-05-31T11:41+02:00
USDNOK	8.7532	8.7601	8.7643	8.7605	8.7618	20	2019-06-02T22:51+02:00
USDPEN	3.3776	0	0	0	3.3767	0	2019-05-31T23:31+02:00
USDPHP	52.09	0	0	0	52.113	0	2019-05-31T23:31+02:00
USDPLN	3.8339	3.8332	3.8361	3.8334	3.8352	93	2019-06-02T22:57+02:00
USDRON	4.247	4.2497	4.2512	4.2547	4.2507	12	2019-06-02T22:51+02:00
USDRUB	65.5664	65.5396	65.5396	65.5678	65.5378	63	2019-06-02T22:59+02:00
USDSAR	3.75	3.75	3.75	3.7502	3.75	554	2019-06-02T22:58+02:00
USDSEK	9.4931	9.4921	9.5003	9.4936	9.4943	34	2019-06-02T22:51+02:00
USDSGD	1.3734	0	0	0	1.3739	0	2019-06-02T20:59+02:00
USDTHB	31.52	31.46	31.58	31.48	31.53	116	2019-06-02T22:59+02:00
USDTRY	5.8372	5.8389	5.8389	5.8409	5.8389	1	2019-06-02T21:01+02:00
USDTWD	31.524	31.522	31.522	31.552	31.522	9	2019-06-02T22:21+02:00
USDZAR	14.58	0	0	0	14.58	0	2019-06-02T20:59+02:00
XAGUSD	14.57	0	0	0	14.57	0	2019-05-31T22:59+02:00
XAUUSD	1305.25	0	0	0	1305.25	0	2019-05-31T23:00+02:00
XPDUSD	1325	0	0	0	1325	0	2019-05-31T23:00+02:00
XPTUSD	791.5	0	0	0	791.5	0	2019-05-31T23:00+02:00
