symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7069	0.7068	0.7092	0.7058	0.7079	91505	2019-03-12T22:55+02:00
BTCUSD	3848.86	0	3877.6899	3791.0701	3864.1001	5341	2019-03-12T22:55+02:00
EURUSD	1.1247	1.1247	1.1307	1.1245	1.1281	165248	2019-03-12T22:55+02:00
GBPUSD	1.3151	1.3147	1.3288	1.3006	1.3061	213686	2019-03-12T22:55+02:00
ILSUSD	3.6219	3.622	3.6241	3.6122	3.6111	18825	2019-03-12T22:55+02:00
NZDUSD	0.6829	0.6828	0.6873	0.6828	0.6859	40823	2019-03-12T22:55+02:00
USDARS	41.208	41.208	41.5	41.11	41.459	551	2019-03-12T22:51+02:00
USDBGN	1.7384	1.739	1.7394	1.7301	1.7333	48129	2019-03-12T22:55+02:00
USDBHD	0.37681	0.3768	0.377	0.377	0.3768	2060	2019-03-12T22:54+02:00
USDBRL	3.8392	3.8397	3.8443	3.8027	3.8131	73853	2019-03-12T22:55+02:00
USDCAD	1.3389	1.3389	1.3417	1.3352	1.3356	122741	2019-03-12T22:55+02:00
USDCHF	1.0104	1.0106	1.0112	1.0064	1.008	48487	2019-03-12T22:55+02:00
USDCLP	670.21	670.21	670.21	665.35	665.08	8890	2019-03-12T22:54+02:00
USDCNH	6.7319	6.7312	6.7322	6.7061	6.7062	78920	2019-03-12T22:55+02:00
USDCNY	6.7215	6.7225	6.7225	6.7093	6.707	4382	2019-03-12T17:21+02:00
USDCOP	3177.2	3177.2	3178.2	3145.55	3147	5451	2019-03-12T22:54+02:00
USDCZK	22.793	22.794	22.82	22.703	22.745	40107	2019-03-12T22:55+02:00
USDDKK	6.6336	6.6347	6.6348	6.5985	6.6111	100193	2019-03-12T22:55+02:00
USDHKD	7.8497	7.8497	7.8503	7.8497	7.8499	2423	2019-03-12T22:54+02:00
USDHUF	280.49	280.63	280.67	278.89	279.3	70287	2019-03-12T22:55+02:00
USDIDR	14285	14240	14275	14245	14260	94	2019-03-12T10:57+02:00
USDINR	69.839	69.81	69.81	69.5	69.614	2089	2019-03-12T18:31+02:00
USDJPY	111.19	111.19	111.46	111.11	111.33	99546	2019-03-12T22:55+02:00
USDKRW	1130.77	1130.77	1131.6899	1127.27	1127.21	17704	2019-03-12T22:55+02:00
USDMXN	19.3945	19.3958	19.4191	19.2423	19.3403	74456	2019-03-12T22:55+02:00
USDMYR	4.087	4.08	4.083	4.0805	4.082	29	2019-03-12T11:05+02:00
USDNOK	8.6633	8.6633	8.6681	8.6194	8.6371	89888	2019-03-12T22:55+02:00
USDPEN	3.31	3.31	3.31	3.297	3.2957	127	2019-03-12T22:51+02:00
USDPHP	52.11	52.13	53.06	52.13	52.787	1206	2019-03-12T22:51+02:00
USDPLN	3.823	3.8231	3.8267	3.8036	3.8109	62564	2019-03-12T22:55+02:00
USDRON	4.2202	4.2207	4.2344	4.2125	4.2316	35186	2019-03-12T22:55+02:00
USDRUB	65.8763	65.8763	65.9525	65.5496	65.5525	91033	2019-03-12T22:55+02:00
USDSAR	3.7502	3.7499	3.7503	3.7504	3.7502	9516	2019-03-12T22:55+02:00
USDSEK	9.3818	9.3853	9.411	9.3485	9.3661	61891	2019-03-12T22:54+02:00
USDSGD	1.3578	1.3577	1.3579	1.3552	1.3557	24210	2019-03-12T22:55+02:00
USDTHB	31.66	31.67	31.71	31.62	31.65	13457	2019-03-12T22:55+02:00
USDTRY	5.4445	5.4422	5.4652	5.431	5.4524	72160	2019-03-12T22:55+02:00
USDTWD	30.897	30.904	30.933	30.86	30.886	13088	2019-03-12T22:55+02:00
USDZAR	14.33	14.3326	14.37	14.2288	14.3497	73828	2019-03-12T22:55+02:00
XAGUSD	15.32	15.31	0	0	15.4291	0	2019-03-12T22:55+02:00
XAUUSD	1294	1293.46	0	0	1301.0853	0	2019-03-12T22:55+02:00
XPDUSD	1536.005	1536.01	0	0	1540.9	0	2019-03-12T22:55+02:00
XPTUSD	824.75	813	0	0	833.75	0	2019-03-12T22:55+02:00
