symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.6733	0.6733	0.6753	0.6717	0.6725	78451	2019-08-29T22:58+02:00
BTCUSD	9711.78	0	9720.2002	9320	9516.2998	6866	2019-08-29T22:58+02:00
EURUSD	1.1077	1.1076	1.1091	1.1043	1.1055	83382	2019-08-29T22:58+02:00
GBPUSD	1.2209	1.2209	1.2232	1.2173	1.2183	125994	2019-08-29T22:58+02:00
ILSUSD	3.5252	3.5256	3.5333	3.5211	3.5297	23419	2019-08-29T22:58+02:00
NZDUSD	0.6336	0.6335	0.6347	0.6305	0.6311	37173	2019-08-29T22:58+02:00
USDARS	57.94	58	60.2385	57.3045	57.87	999	2019-08-29T21:36+02:00
USDBGN	1.7656	1.7656	1.7712	1.7637	1.7685	45931	2019-08-29T22:58+02:00
USDBHD	0.377	0.377	0.377	0.377	0.377	32	2019-08-29T21:56+02:00
USDBRL	4.1677	4.169	4.1774	4.1435	4.1698	75626	2019-08-29T22:58+02:00
USDCAD	1.3305	1.3305	1.3319	1.3272	1.3286	69583	2019-08-29T22:58+02:00
USDCHF	0.9815	0.9815	0.9875	0.9801	0.9862	48782	2019-08-29T22:58+02:00
USDCLP	723.05	723	723.05	719.15	720.25	15391	2019-08-29T22:52+02:00
USDCNH	7.1686	7.1681	7.1774	7.1408	7.1427	86479	2019-08-29T22:58+02:00
USDCNY	7.1628	7.1623	7.1704	7.1421	7.1434	7039	2019-08-29T17:29+02:00
USDCOP	3473	3473.05	3492.5901	3441	3436	6372	2019-08-29T22:41+02:00
USDCZK	23.343	23.343	23.443	23.329	23.395	42374	2019-08-29T22:58+02:00
USDDKK	6.7298	6.7303	6.7525	6.722	6.743	97359	2019-08-29T22:58+02:00
USDHKD	7.8439	7.8439	7.8468	7.8419	7.8457	11682	2019-08-29T22:58+02:00
USDHUF	297.95	297.89	300.01	297.8	299.59	65473	2019-08-29T22:58+02:00
USDIDR	14250	14240	14260	14240	14235	207	2019-08-29T10:50+02:00
USDINR	71.795	71.903	72.09	71.631	71.68	6566	2019-08-29T22:33+02:00
USDJPY	106.11	106.11	106.67	105.84	106.49	93469	2019-08-29T22:58+02:00
USDKRW	1212.29	1212.29	1216.88	1208.61	1208.11	14919	2019-08-29T22:56+02:00
USDMXN	20.0967	20.0992	20.257	20.049	20.1335	49364	2019-08-29T22:58+02:00
USDMYR	4.211	4.2065	4.227	4.2095	4.215	56	2019-08-29T11:54+02:00
USDNOK	9.0461	9.046	9.1089	9.0382	9.094	60717	2019-08-29T22:58+02:00
USDPEN	3.4	3.395	3.3964	3.396	3.393	1199	2019-08-29T22:20+02:00
USDPHP	52.42	52.37	52.38	52.128	52.13	3062	2019-08-29T22:46+02:00
USDPLN	3.9631	3.9635	3.9748	3.9548	3.9674	58682	2019-08-29T22:58+02:00
USDRON	4.265	4.2648	4.2778	4.265	4.271	38847	2019-08-29T22:58+02:00
USDRUB	66.768	66.8038	66.917	66.429	66.5012	69250	2019-08-29T22:58+02:00
USDSAR	3.7502	3.7502	3.7504	3.7503	3.7502	7613	2019-08-29T22:58+02:00
USDSEK	9.7232	9.7227	9.7855	9.7157	9.7725	71052	2019-08-29T22:58+02:00
USDSGD	1.3885	1.3884	1.3894	1.3862	1.3874	32624	2019-08-29T22:58+02:00
USDTHB	30.6	30.63	30.65	30.59	30.6	517	2019-08-29T22:12+02:00
USDTRY	5.8101	5.811	5.8471	5.8065	5.835	51570	2019-08-29T22:58+02:00
USDTWD	31.393	31.413	31.458	31.306	31.307	11762	2019-08-29T22:55+02:00
USDZAR	15.3971	15.3951	15.4826	15.2583	15.3205	73531	2019-08-29T22:58+02:00
XAGUSD	18.33	18.32	0	0	18.2486	0	2019-08-29T22:58+02:00
XAUUSD	1538.8	1538.9	0	0	1527.16	0	2019-08-29T22:58+02:00
XPDUSD	1469.005	1467.51	0	0	1474.5	0	2019-08-29T22:58+02:00
XPTUSD	900	900.6	0	0	916	0	2019-08-29T22:58+02:00
