symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7114	0.7114	0.7128	0.71	0.7087	62070	2018-09-11T15:28+02:00
BTCUSD	6298.17	0	6405	6239.4502	6284.6499	4137	2018-09-11T15:28+02:00
EURUSD	1.1592	1.1592	1.1643	1.16	1.1581	86923	2018-09-11T15:28+02:00
GBPUSD	1.3025	1.3024	1.3086	1.3	1.2993	107230	2018-09-11T15:28+02:00
ILSUSD	3.5801	3.5806	3.5831	3.58	3.5788	342	2018-09-11T15:16+02:00
NZDUSD	0.6525	0.6533	0.654	0.65	0.6506	31809	2018-09-11T15:28+02:00
USDARS	37.311	37.311	37.9	37.49	37.9	108	2018-09-11T15:28+02:00
USDBGN	1.6871	1.6871	1.691	1.68	1.6885	34838	2018-09-11T15:28+02:00
USDBHD	0.37676	0.3768	0.3771	0.38	0.377	1050	2018-09-11T15:26+02:00
USDBRL	4.0855	4.0856	4.1684	4.09	4.1624	9167	2018-09-11T15:28+02:00
USDCAD	1.3162	1.3162	1.3174	1.31	1.3157	49726	2018-09-11T15:28+02:00
USDCHF	0.9749	0.9749	0.9759	0.97	0.9739	29309	2018-09-11T15:28+02:00
USDCLP	696.15	696.15	700.2	696.45	698.1	3515	2018-09-11T15:28+02:00
USDCNH	6.8671	6.8664	6.887	6.87	6.8855	92221	2018-09-11T15:28+02:00
USDCNY	6.8545	6.863	6.8745	6.86	6.8734	4290	2018-09-11T15:20+02:00
USDCOP	3086.8	3086.8	3105.8999	3088.8	3098.5	719	2018-09-11T15:28+02:00
USDCZK	22.115	22.113	22.16	22	22.132	26536	2018-09-11T15:28+02:00
USDDKK	6.4325	6.4313	6.4494	6.41	6.4388	67239	2018-09-11T15:28+02:00
USDHKD	7.8496	7.8494	7.8498	7.85	7.8493	5520	2018-09-11T15:28+02:00
USDHUF	280.12	280.12	280.82	278.54	280.13	51895	2018-09-11T15:28+02:00
USDIDR	14852	0	0	0	14852	0	2018-09-10T10:59+02:00
USDINR	72.45	72.3	72.74	72.25	72.725	1696	2018-09-11T15:05+02:00
USDJPY	111.11	111.11	111.56	111.07	111.41	57161	2018-09-11T15:28+02:00
USDKRW	1128.6	1128.6	1130.6	1123.8	1128.34	14583	2018-09-11T15:28+02:00
USDMXN	19.266	19.2665	19.378	19.17	19.3481	34189	2018-09-11T15:28+02:00
USDMYR	4.1435	0	0	0	4.1435	0	2018-09-07T11:45+02:00
USDNOK	8.3878	8.3878	8.4012	8.34	8.3596	56309	2018-09-11T15:28+02:00
USDPEN	3.3291	3.332	3.332	3.34	3.3291	5	2018-09-11T15:25+02:00
USDPHP	53.85	53.85	54.055	53.87	53.996	1830	2018-09-11T15:28+02:00
USDPLN	3.719	3.7189	3.7271	3.7	3.7198	44923	2018-09-11T15:28+02:00
USDRON	3.9888	3.9881	4.0036	3.98	3.996	43759	2018-09-11T15:28+02:00
USDRUB	70.52	70.5107	70.6343	69.86	70.1515	37429	2018-09-11T15:28+02:00
USDSAR	3.7506	3.7508	3.7509	3.75	3.7506	2460	2018-09-11T15:28+02:00
USDSEK	9.0667	9.0663	9.0795	9.01	9.0618	55138	2018-09-11T15:28+02:00
USDSGD	1.3785	1.3787	1.3807	1.37	1.3775	19016	2018-09-11T15:28+02:00
USDTHB	32.8	32.81	32.86	32.77	32.84	12458	2018-09-11T15:28+02:00
USDTRY	6.4506	6.4592	6.4889	6.43	6.4708	91543	2018-09-11T15:28+02:00
USDTWD	30.815	30.818	30.851	30.76	30.831	10302	2018-09-11T15:27+02:00
USDZAR	15.1787	15.1781	15.2227	15.01	15.1493	61278	2018-09-11T15:28+02:00
XAGUSD	14.16	14.141	0	0	14.038	0	2018-09-11T15:28+02:00
XAUUSD	1195.43	1194.99	0	0	1190.21	0	2018-09-11T15:28+02:00
XPDUSD	975.5	975	0	0	971.6	0	2018-09-11T15:28+02:00
XPTUSD	782.5	782	0	0	784.8	0	2018-09-11T15:28+02:00
