symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.712	0	0	0	0.7119	0	2018-10-19T23:00+02:00
BTCUSD	6412.86	0	6470	6405.3501	6427.98	382	2018-10-21T07:58+02:00
EURUSD	1.1513	0	0	0	1.1513	0	2018-10-19T22:59+02:00
GBPUSD	1.307	0	0	0	1.3069	0	2018-10-19T23:00+02:00
ILSUSD	3.6553	0	0	0	3.6553	0	2018-10-19T22:59+02:00
NZDUSD	0.6592	0	0	0	0.6592	0	2018-10-19T22:59+02:00
USDARS	36.53	0	0	0	36.53	0	2018-10-19T21:32+02:00
USDBGN	1.6984	0	0	0	1.6984	0	2018-10-19T22:59+02:00
USDBHD	0.37682	0.377	0.377	0.377	0.377	47	2018-10-21T07:52+02:00
USDBRL	3.714	0	0	0	3.714	0	2018-10-19T22:59+02:00
USDCAD	1.3097	0	0	0	1.3097	0	2018-10-19T23:02+02:00
USDCHF	0.9963	0	0	0	0.9963	0	2018-10-19T23:00+02:00
USDCLP	679.51	0	0	0	679.51	0	2018-10-20T00:00+02:00
USDCNH	6.9326	0	0	0	6.9326	0	2018-10-19T22:59+02:00
USDCNY	6.9291	0	0	0	6.9291	0	2018-10-19T17:30+02:00
USDCOP	3076.05	0	0	0	3076.05	0	2018-10-20T00:00+02:00
USDCZK	22.439	0	0	0	22.439	0	2018-10-19T22:59+02:00
USDDKK	6.4787	0	0	0	6.4787	0	2018-10-19T22:59+02:00
USDHKD	7.8411	0	0	0	7.8411	0	2018-10-19T22:59+02:00
USDHUF	280.47	0	0	0	280.47	0	2018-10-19T22:59+02:00
USDIDR	15185	0	0	0	15185	0	2018-10-19T10:59+02:00
USDINR	73.37	0	0	0	73.37	0	2018-10-19T15:35+02:00
USDJPY	112.54	0	0	0	112.54	0	2018-10-19T22:59+02:00
USDKRW	1131.15	0	0	0	1131.15	0	2018-10-19T22:59+02:00
USDMXN	19.257	0	0	0	19.257	0	2018-10-19T22:59+02:00
USDMYR	4.156	0	0	0	4.156	0	2018-10-19T10:51+02:00
USDNOK	8.2248	0	0	0	8.2248	0	2018-10-19T22:59+02:00
USDPEN	3.3298	0	0	0	3.3298	0	2018-10-19T20:48+02:00
USDPHP	53.703	0	0	0	53.703	0	2018-10-19T22:52+02:00
USDPLN	3.7299	0	0	0	3.7299	0	2018-10-19T22:59+02:00
USDRON	4.0512	0	0	0	4.0512	0	2018-10-19T22:59+02:00
USDRUB	65.4632	0	0	0	65.4632	0	2018-10-19T22:50+02:00
USDSAR	3.7518	3.7518	3.7518	3.7522	3.7518	1908	2018-10-21T07:58+02:00
USDSEK	8.9877	0	0	0	8.9877	0	2018-10-19T22:59+02:00
USDSGD	1.3774	0	0	0	1.3774	0	2018-10-19T22:59+02:00
USDTHB	32.58	0	0	0	32.58	0	2018-10-19T22:59+02:00
USDTRY	5.6415	0	0	0	5.6415	0	2018-10-19T22:59+02:00
USDTWD	30.887	0	0	0	30.887	0	2018-10-19T22:56+02:00
USDZAR	14.4113	0	0	0	14.4113	0	2018-10-19T23:00+02:00
XAGUSD	14.593	0	0	0	14.593	0	2018-10-19T22:58+02:00
XAUUSD	1225.86	0	0	0	1225.86	0	2018-10-19T22:58+02:00
XPDUSD	1080.5	0	0	0	1080.5	0	2018-10-19T23:00+02:00
XPTUSD	830	0	0	0	830	0	2018-10-19T23:01+02:00
