symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7103	0.7105	0.7117	0.709	0.7101	95630	2019-02-07T23:59+02:00
BTCUSD	3364.23	0	3383.29	3350	3358.6699	4046	2019-02-07T23:59+02:00
EURUSD	1.136	1.1359	1.1374	1.1324	1.1348	158338	2019-02-07T23:59+02:00
GBPUSD	1.2932	1.2932	1.2995	1.2855	1.2952	169346	2019-02-07T23:59+02:00
ILSUSD	3.6206	3.6193	3.6358	3.6217	3.6332	26637	2019-02-07T23:59+02:00
NZDUSD	0.6773	0.6774	0.6777	0.6745	0.6748	42482	2019-02-07T23:59+02:00
USDARS	37.492	37.25	37.99	37.75	37.762	479	2019-02-07T23:49+02:00
USDBGN	1.721	1.7212	1.7271	1.7197	1.7233	53776	2019-02-07T23:59+02:00
USDBHD	0.37679	0.3764	0.377	0.377	0.377	1244	2019-02-07T23:59+02:00
USDBRL	3.6982	3.6995	3.7374	3.6999	3.7166	88288	2019-02-07T23:30+02:00
USDCAD	1.3212	1.3211	1.3319	1.3205	1.3304	104663	2019-02-07T23:59+02:00
USDCHF	1.0023	1.0024	1.0029	1.0001	1.0021	55538	2019-02-07T23:59+02:00
USDCLP	654.44	654.44	658.19	652.64	658.16	9476	2019-02-07T23:59+02:00
USDCNH	6.7773	6.778	6.7851	6.7699	6.784	58399	2019-02-07T23:59+02:00
USDCNY	6.7426	0	0	0	6.7426	0	2019-02-01T17:30+02:00
USDCOP	3104	3104	3116.7	3102.95	3115.2	4377	2019-02-07T23:59+02:00
USDCZK	22.703	22.706	22.783	22.692	22.733	40106	2019-02-07T23:59+02:00
USDDKK	6.569	6.5691	6.5903	6.5657	6.5805	99259	2019-02-07T23:59+02:00
USDHKD	7.8462	7.8461	7.8477	7.8454	7.8475	5360	2019-02-07T23:59+02:00
USDHUF	280.32	280.28	281.97	280.31	280.91	65405	2019-02-07T23:59+02:00
USDIDR	13917	13925	13985	13935	13970	67	2019-02-07T10:59+02:00
USDINR	71.54	71.629	71.759	71.292	71.29	3257	2019-02-07T22:28+02:00
USDJPY	109.96	109.96	110.08	109.61	109.81	111406	2019-02-07T23:59+02:00
USDKRW	1120.5	1120.8	1126.25	1120.3	1123.8101	16105	2019-02-07T23:59+02:00
USDMXN	19.102	19.1025	19.1853	19.0408	19.089	81898	2019-02-07T23:59+02:00
USDMYR	4.09	4.105	4.105	4.075	4.0715	44	2019-02-07T11:55+02:00
USDNOK	8.5408	8.5403	8.5992	8.5351	8.5941	81959	2019-02-07T23:59+02:00
USDPEN	3.3192	3.321	3.324	3.318	3.3202	73	2019-02-07T23:49+02:00
USDPHP	52.288	52.32	52.36	52.045	52.09	4265	2019-02-07T23:59+02:00
USDPLN	3.7816	3.7814	3.8004	3.7776	3.7975	58338	2019-02-07T23:59+02:00
USDRON	4.1688	4.1691	4.1842	4.1692	4.1813	55055	2019-02-07T23:59+02:00
USDRUB	65.8495	65.83	66.1521	65.7061	65.9125	76386	2019-02-07T23:59+02:00
USDSAR	3.7502	3.75	3.7506	3.7503	3.7499	12839	2019-02-07T23:59+02:00
USDSEK	9.2032	9.2034	9.2629	9.1995	9.2607	76427	2019-02-07T23:59+02:00
USDSGD	1.3557	1.3556	1.3573	1.3545	1.3564	25065	2019-02-07T23:59+02:00
USDTHB	31.25	31.25	31.3	31.2	31.23	10353	2019-02-07T23:59+02:00
USDTRY	5.2079	5.2141	5.2935	5.2145	5.2659	99954	2019-02-07T23:59+02:00
USDTWD	30.785	30.785	30.822	30.781	30.806	8676	2019-02-07T23:59+02:00
USDZAR	13.5384	13.5327	13.6725	13.5271	13.6261	91699	2019-02-07T23:59+02:00
XAGUSD	15.71	15.737	0	0	15.737	0	2019-02-07T23:58+02:00
XAUUSD	1310.03	1310.04	0	0	1309.83	0	2019-02-07T23:58+02:00
XPDUSD	1385	1386	0	0	1385.5	0	2019-02-07T23:58+02:00
XPTUSD	795.5	0	0	0	795.5	0	2019-02-07T23:34+02:00
