symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7684	0.7681	0.7693	0.77	0.7674	40143	2018-04-06T07:55+02:00
BTCUSD	6771.3	0	6850	6719.77	6796.7998	1879	2018-04-06T07:55+02:00
EURUSD	1.2238	1.2238	1.226	1.22	1.2236	41577	2018-04-06T07:55+02:00
GBPUSD	1.4001	1.4001	1.4021	1.4	1.3992	60307	2018-04-06T07:55+02:00
ILSUSD	3.525	3.5244	3.5251	3.53	3.5251	4	2018-04-06T05:33+02:00
NZDUSD	0.7276	0.7275	0.7277	0.73	0.7258	17398	2018-04-06T07:55+02:00
USDARS	20.175	20.169	20.169	20.21	20.169	1	2018-04-05T23:02+02:00
USDBGN	1.5976	1.5977	1.5987	1.6	1.5983	11090	2018-04-06T07:55+02:00
USDBHD	0.37685	0.3771	0.3771	0.38	0.3771	1647	2018-04-06T07:55+02:00
USDBRL	3.3439	3.3444	3.3447	3.34	3.3447	7	2018-04-06T00:30+02:00
USDCAD	1.2747	1.2745	1.2781	1.27	1.2772	30333	2018-04-06T07:55+02:00
USDCHF	0.9632	0.9633	0.9637	0.96	0.9624	16903	2018-04-06T07:55+02:00
USDCLP	603.68	603.68	603.68	604.08	603.68	322	2018-04-06T07:46+02:00
USDCNH	6.2884	6.292	6.3116	6.29	6.3086	29904	2018-04-06T07:55+02:00
USDCNY	6.3045	0	0	0	6.3045	0	2018-04-04T17:30+02:00
USDCOP	2790	2787.8101	2788.6499	2790.6499	2787.8101	324	2018-04-06T07:46+02:00
USDCZK	20.69	20.684	20.699	20.66	20.693	12193	2018-04-06T07:55+02:00
USDDKK	6.0834	6.0837	6.0873	6.07	6.0855	24445	2018-04-06T07:55+02:00
USDHKD	7.8487	7.8486	7.8491	7.85	7.8489	1484	2018-04-06T07:55+02:00
USDHUF	254.11	254.01	254.29	253.87	254.14	13342	2018-04-06T07:55+02:00
USDIDR	13764	13770	13780	13775	13775	56	2018-04-06T07:51+02:00
USDINR	64.88	64.925	65.03	64.93	65.0025	366	2018-04-06T07:55+02:00
USDJPY	107.37	107.37	107.43	107	107.29	48129	2018-04-06T07:55+02:00
USDKRW	1061.63	1061.63	1068.8	1063.1	1067.8	7458	2018-04-06T07:55+02:00
USDMXN	18.204	18.2052	18.253	18.2	18.228	13687	2018-04-06T07:55+02:00
USDMYR	3.865	3.865	3.87	3.87	3.867	18	2018-04-06T06:32+02:00
USDNOK	7.8285	7.8294	7.8496	7.83	7.845	27036	2018-04-06T07:55+02:00
USDPEN	3.2223	3.2223	3.2223	3.23	3.2223	1	2018-04-05T23:02+02:00
USDPHP	52.009	52.017	52.14	52.01	52.085	270	2018-04-06T07:49+02:00
USDPLN	3.4265	3.4264	3.4296	3.42	3.4285	15567	2018-04-06T07:55+02:00
USDRON	3.8066	3.8072	3.8085	3.8	3.8076	14837	2018-04-06T07:55+02:00
USDRUB	57.673	57.6975	57.7714	57.59	57.7329	8205	2018-04-06T07:55+02:00
USDSAR	3.7501	3.7503	3.7503	3.75	3.7503	2	2018-04-06T00:41+02:00
USDSEK	8.4169	8.4169	8.4348	8.42	8.431	16023	2018-04-06T07:55+02:00
USDSGD	1.316	1.3158	1.318	1.32	1.3177	8881	2018-04-06T07:55+02:00
USDTHB	31.24	31.24	31.3	31.25	31.28	1994	2018-04-06T07:54+02:00
USDTRY	4.0503	4.051	4.0607	4.04	4.0572	16258	2018-04-06T07:55+02:00
USDTWD	29.249	29.249	29.296	29.25	29.262	1584	2018-04-06T07:46+02:00
USDZAR	11.97	11.964	12.035	11.97	12.0275	7380	2018-04-06T07:55+02:00
XAGUSD	16.351	16.37	0	0	16.32	0	2018-04-06T07:51+02:00
XAUUSD	1326.15	1326.08	0	0	1328.08	0	2018-04-06T07:55+02:00
XPDUSD	905.25	906	0	0	901.05	0	2018-04-06T07:55+02:00
XPTUSD	910	911.9	0	0	908.5	0	2018-04-06T07:55+02:00
