symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.6768	0.6761	0.6777	0.6768	0.677	1559	2019-09-22T22:57+02:00
BTCUSD	9973	0	10093.2402	9842.3496	10001.1299	2948	2019-09-22T22:58+02:00
EURUSD	1.1017	1.1014	1.102	1.1014	1.1017	150	2019-09-22T22:57+02:00
GBPUSD	1.2477	1.2467	1.2478	1.2463	1.2466	1546	2019-09-22T22:58+02:00
ILSUSD	3.5201	3.5186	3.5186	3.5205	3.5186	14	2019-09-22T21:00+02:00
NZDUSD	0.6256	0.6255	0.6266	0.6254	0.6263	272	2019-09-22T22:57+02:00
USDARS	56.66	0	0	0	56.66	0	2019-09-20T19:55+02:00
USDBGN	1.7749	1.7764	1.7764	1.775	1.7753	93	2019-09-22T22:57+02:00
USDBHD	0.37679	0	0	0	0.3768	0	2019-09-22T13:59+02:00
USDBRL	4.1472	0	0	0	4.1482	0	2019-09-20T23:00+02:00
USDCAD	1.3259	1.3256	1.3261	1.3257	1.326	247	2019-09-22T22:57+02:00
USDCHF	0.9907	0.9917	0.9917	0.9912	0.9909	138	2019-09-22T22:58+02:00
USDCLP	717.38	0	0	0	717.38	0	2019-09-20T18:23+02:00
USDCNH	7.1187	7.1199	7.1199	7.1221	7.1199	1	2019-09-22T21:00+02:00
USDCNY	7.0909	0	0	0	7.0909	0	2019-09-20T17:29+02:00
USDCOP	3414.9	0	0	0	3414.8999	0	2019-09-20T23:00+02:00
USDCZK	23.461	23.467	23.487	23.483	23.473	423	2019-09-22T22:57+02:00
USDDKK	6.7771	6.7799	6.7808	6.7769	6.777	289	2019-09-22T22:57+02:00
USDHKD	7.838	7.8374	7.8374	7.8377	7.8374	10	2019-09-22T21:35+02:00
USDHUF	302.67	302.63	302.97	302.98	302.81	196	2019-09-22T22:56+02:00
USDIDR	14050	0	0	0	14050	0	2019-09-20T10:59+02:00
USDINR	71.06	0	0	0	71.06	0	2019-09-20T20:31+02:00
USDJPY	107.55	107.52	107.76	107.53	107.72	1343	2019-09-22T22:58+02:00
USDKRW	1193.13	0	0	0	1193.13	0	2019-09-20T22:45+02:00
USDMXN	19.4468	19.4395	19.445	19.4545	19.445	2	2019-09-22T21:01+02:00
USDMYR	4.168	0	0	0	4.168	0	2019-09-20T11:32+02:00
USDNOK	9.0569	9.0575	9.0619	9.0543	9.0612	53	2019-09-22T22:57+02:00
USDPEN	3.357	0	0	0	3.357	0	2019-09-20T20:32+02:00
USDPHP	52.03	0	0	0	52.03	0	2019-09-20T22:59+02:00
USDPLN	3.9697	3.9685	3.9719	3.969	3.9689	89	2019-09-22T22:57+02:00
USDRON	4.3097	4.3109	4.3124	4.3142	4.3105	120	2019-09-22T22:56+02:00
USDRUB	63.995	64.0326	64.0343	64.0598	64.0309	970	2019-09-22T22:58+02:00
USDSAR	3.7507	3.7508	3.7508	3.7517	3.7508	1	2019-09-22T21:01+02:00
USDSEK	9.6975	9.7095	9.711	9.7094	9.7109	9	2019-09-22T22:37+02:00
USDSGD	1.3769	1.3767	1.3773	1.3767	1.3767	132	2019-09-22T22:57+02:00
USDTHB	30.49	0	0	0	30.49	0	2019-09-20T18:33+02:00
USDTRY	5.7429	5.7405	5.7427	5.7429	5.741	45	2019-09-22T22:50+02:00
USDTWD	30.982	30.986	30.986	31.016	30.986	3	2019-09-22T22:00+02:00
USDZAR	14.9193	14.915	14.94	14.9088	14.8924	64	2019-09-22T22:54+02:00
XAGUSD	17.98	0	0	0	17.98	0	2019-09-20T23:00+02:00
XAUUSD	1516.75	0	0	0	1516.75	0	2019-09-20T23:00+02:00
XPDUSD	1641.5	0	0	0	1641.5	0	2019-09-20T23:00+02:00
XPTUSD	945.75	0	0	0	945.75	0	2019-09-20T22:58+02:00
