symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7678	0	0	0	0.7676	0	2018-03-30T23:01+02:00
BTCUSD	6834.33	0	7231.73	6794.2598	6914.48	10933	2018-03-31T23:55+02:00
EURUSD	1.2321	0	0	0	1.2321	0	2018-03-30T22:59+02:00
GBPUSD	1.4015	0	0	0	1.4006	0	2018-03-30T23:09+02:00
ILSUSD	3.4899	0	0	0	3.4899	0	2018-03-30T22:59+02:00
NZDUSD	0.7234	0	0	0	0.7244	0	2018-03-30T23:00+02:00
USDARS	20.11	0	0	0	20.11	0	2018-03-30T21:38+02:00
USDBGN	1.5869	0	0	0	1.5869	0	2018-03-30T22:59+02:00
USDBHD	0.37683	0	0	0	0.3768	0	2018-03-30T22:56+02:00
USDBRL	3.3046	0	0	0	3.3046	0	2018-03-30T21:40+02:00
USDCAD	1.2891	0	0	0	1.2894	0	2018-03-30T23:00+02:00
USDCHF	0.9534	0	0	0	0.9534	0	2018-03-30T22:59+02:00
USDCLP	603.4	0	0	0	603.4	0	2018-03-30T23:00+02:00
USDCNH	6.2602	0	0	0	6.2602	0	2018-03-30T22:59+02:00
USDCNY	6.2726	0	0	0	6.2726	0	2018-03-30T14:40+02:00
USDCOP	2790	0	0	0	2790	0	2018-03-30T21:41+02:00
USDCZK	20.558	0	0	0	20.558	0	2018-03-30T22:59+02:00
USDDKK	6.0479	0	0	0	6.0479	0	2018-03-30T22:59+02:00
USDHKD	7.8485	0	0	0	7.8485	0	2018-03-30T22:59+02:00
USDHUF	253.51	0	0	0	253.51	0	2018-03-30T22:59+02:00
USDIDR	13760	0	0	0	13760	0	2018-03-29T11:00+02:00
USDINR	65.11	0	0	0	65.11	0	2018-03-30T20:57+02:00
USDJPY	106.26	0	0	0	106.26	0	2018-03-30T22:59+02:00
USDKRW	1060.25	0	0	0	1060.25	0	2018-03-30T22:59+02:00
USDMXN	18.15	0	0	0	18.15	0	2018-03-30T22:58+02:00
USDMYR	3.862	0	0	0	3.862	0	2018-03-30T11:33+02:00
USDNOK	7.8478	0	0	0	7.8478	0	2018-03-30T22:58+02:00
USDPEN	3.226	0	0	0	3.226	0	2018-03-30T09:00+02:00
USDPHP	52.124	0	0	0	52.124	0	2018-03-30T22:30+02:00
USDPLN	3.4216	0	0	0	3.4216	0	2018-03-30T22:59+02:00
USDRON	3.7739	0	0	0	3.7739	0	2018-03-30T22:59+02:00
USDRUB	57.121	0	0	0	57.121	0	2018-03-30T22:50+02:00
USDSAR	3.7498	0	0	0	3.7498	0	2018-03-30T18:01+02:00
USDSEK	8.3408	0	0	0	8.3408	0	2018-03-30T22:59+02:00
USDSGD	1.3107	0	0	0	1.3107	0	2018-03-30T22:59+02:00
USDTHB	31.17	0	0	0	31.17	0	2018-03-30T22:59+02:00
USDTRY	3.9542	0	0	0	3.9542	0	2018-03-30T22:59+02:00
USDTWD	29.075	0	0	0	28.973	0	2018-03-31T19:16+02:00
USDZAR	11.831	0	0	0	11.831	0	2018-03-30T22:57+02:00
XAGUSD	16.319	0	0	0	16.319	0	2018-03-29T22:58+02:00
XAUUSD	1324	0	0	0	1324	0	2018-03-29T22:59+02:00
XPDUSD	951.5	0	0	0	951.5	0	2018-03-29T23:01+02:00
XPTUSD	927.99	0	0	0	927.99	0	2018-03-29T23:00+02:00
