symbol	prev_day_close	open	high	low	last	volume	time
AUDUSD	0.7065	0.7066	0.7077	0.7029	0.7029	88539	2018-12-27T16:28+02:00
BTCUSD	3807.42	0	3841.1699	3692.71	3748.55	5867	2018-12-27T16:28+02:00
EURUSD	1.1351	1.1351	1.141	1.1351	1.1395	106492	2018-12-27T16:28+02:00
GBPUSD	1.2632	1.263	1.2667	1.2617	1.2635	129154	2018-12-27T16:28+02:00
ILSUSD	3.7748	3.7763	3.7816	3.7675	3.7768	10785	2018-12-27T16:27+02:00
NZDUSD	0.6728	0.6726	0.674	0.6698	0.6696	36717	2018-12-27T16:28+02:00
USDARS	38.513	38.57	38.8	38.65	38.561	30	2018-12-27T16:21+02:00
USDBGN	1.7225	1.7224	1.723	1.7142	1.7164	24865	2018-12-27T16:28+02:00
USDBHD	0.37674	0.3767	0.377	0.377	0.3765	723	2018-12-27T16:21+02:00
USDBRL	3.9219	3.9199	3.9453	3.9098	3.9303	14092	2018-12-27T16:28+02:00
USDCAD	1.357	1.3571	1.366	1.3566	1.3655	54359	2018-12-27T16:28+02:00
USDCHF	0.9956	0.9955	0.9957	0.9877	0.989	30284	2018-12-27T16:28+02:00
USDCLP	693.07	693.07	696.2	692.3	695.27	2740	2018-12-27T16:27+02:00
USDCNH	6.8933	6.8931	6.9007	6.8729	6.8827	65022	2018-12-27T16:28+02:00
USDCNY	6.8844	6.8885	6.895	6.8642	6.8659	4322	2018-12-27T16:22+02:00
USDCOP	3282.5	3282.5	3282.5	3275.3	3270.3	657	2018-12-27T16:27+02:00
USDCZK	22.802	22.799	22.814	22.642	22.678	19654	2018-12-27T16:28+02:00
USDDKK	6.5767	6.5769	6.577	6.5434	6.5508	64115	2018-12-27T16:28+02:00
USDHKD	7.8284	7.8283	7.8348	7.827	7.8317	6594	2018-12-27T16:28+02:00
USDHUF	282.55	282.54	283	281.61	281.79	45092	2018-12-27T16:28+02:00
USDIDR	14570	14550	14590	14555	14555	89	2018-12-27T10:59+02:00
USDINR	70.06	70.071	70.3875	70.079	70.322	2569	2018-12-27T16:27+02:00
USDJPY	111.35	111.36	111.38	110.69	110.74	87410	2018-12-27T16:28+02:00
USDKRW	1123.66	1123.66	1123.66	1119.13	1121.01	11288	2018-12-27T16:28+02:00
USDMXN	19.9	19.9	19.9502	19.839	19.8557	34453	2018-12-27T16:28+02:00
USDMYR	4.175	4.175	4.176	4.17	4.166	16	2018-12-27T11:47+02:00
USDNOK	8.7649	8.7649	8.7759	8.7383	8.7727	72025	2018-12-27T16:28+02:00
USDPEN	3.3681	3.3781	3.3781	3.375	3.375	150	2018-12-27T16:27+02:00
USDPHP	52.9	53	53	52.67	52.674	308	2018-12-27T16:21+02:00
USDPLN	3.771	3.771	3.7803	3.7541	3.7657	37884	2018-12-27T16:28+02:00
USDRON	4.0875	4.0879	4.0926	4.0738	4.0796	35939	2018-12-27T16:28+02:00
USDRUB	68.6547	68.7	69.5855	68.574	69.3526	53197	2018-12-27T16:28+02:00
USDSAR	3.7514	3.7514	3.7522	3.7515	3.7511	3668	2018-12-27T15:43+02:00
USDSEK	9.1014	9.0981	9.0988	9.0084	9.0375	50812	2018-12-27T16:28+02:00
USDSGD	1.3717	1.372	1.3738	1.3716	1.3722	22150	2018-12-27T16:28+02:00
USDTHB	32.57	32.57	32.61	32.53	32.54	6247	2018-12-27T16:26+02:00
USDTRY	5.2711	5.2705	5.3029	5.2718	5.2815	68644	2018-12-27T16:28+02:00
USDTWD	30.774	30.806	30.83	30.755	30.816	10858	2018-12-27T16:28+02:00
USDZAR	14.5459	14.5148	14.5708	14.4454	14.5237	47390	2018-12-27T16:28+02:00
XAGUSD	15.032	15.031	0	0	15.16	0	2018-12-27T16:28+02:00
XAUUSD	1266.9	1266.8	0	0	1275.42	0	2018-12-27T16:28+02:00
XPDUSD	1254.7	1262.5	0	0	1256.49	0	2018-12-27T16:27+02:00
XPTUSD	794.6	794.6	0	0	790.49	0	2018-12-27T16:27+02:00
